PARENT,CHILD,ITEM
Vivillon_River,Scatterbug_Sandstorm,$LOC_SANDSTORM
Vivillon_River,Scatterbug_Savanna,$LOC_SAVANNA
Vivillon_River,Scatterbug_Sun,$LOC_SUN
Vivillon_River,Scatterbug_Tundra,$LOC_TUNDRA
Vivillon_Sandstorm,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
Vivillon_Sandstorm,Scatterbug_Continental,$LOC_CONTINENTAL
Vivillon_Sandstorm,Scatterbug_Elegant,$LOC_ELEGANT
Vivillon_Sandstorm,Scatterbug_Garden,$LOC_GARDEN
Vivillon_Sandstorm,Scatterbug_High Plains,$LOC_HIGHPLAINS
Vivillon_Sandstorm,Scatterbug_Icy Snow,$LOC_ICYSNOW
Vivillon_Sandstorm,Scatterbug_Jungle,$LOC_JUNGLE
Vivillon_Sandstorm,Scatterbug_Marine,$LOC_MARINE
Vivillon_Sandstorm,Scatterbug_Meadow,$LOC_MEADOW
Vivillon_Sandstorm,Scatterbug_Modern,$LOC_MODERN
Vivillon_Sandstorm,Scatterbug_Monsoon,$LOC_MONSOON
Vivillon_Sandstorm,Scatterbug_Ocean,$LOC_OCEAN
Vivillon_Sandstorm,Scatterbug_Polar,$LOC_POLAR
Vivillon_Sandstorm,Scatterbug_River,$LOC_RIVER
Vivillon_Sandstorm,Scatterbug_Sandstorm,$LOC_SANDSTORM
Vivillon_Sandstorm,Scatterbug_Savanna,$LOC_SAVANNA
Vivillon_Sandstorm,Scatterbug_Sun,$LOC_SUN
Vivillon_Sandstorm,Scatterbug_Tundra,$LOC_TUNDRA
Vivillon_Savanna,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
Vivillon_Savanna,Scatterbug_Continental,$LOC_CONTINENTAL
Vivillon_Savanna,Scatterbug_Elegant,$LOC_ELEGANT
Vivillon_Savanna,Scatterbug_Garden,$LOC_GARDEN
Vivillon_Savanna,Scatterbug_High Plains,$LOC_HIGHPLAINS
Vivillon_Savanna,Scatterbug_Icy Snow,$LOC_ICYSNOW
Vivillon_Savanna,Scatterbug_Jungle,$LOC_JUNGLE
Vivillon_Savanna,Scatterbug_Marine,$LOC_MARINE
Vivillon_Savanna,Scatterbug_Meadow,$LOC_MEADOW
Vivillon_Savanna,Scatterbug_Modern,$LOC_MODERN
Vivillon_Savanna,Scatterbug_Monsoon,$LOC_MONSOON
Vivillon_Savanna,Scatterbug_Ocean,$LOC_OCEAN
Vivillon_Savanna,Scatterbug_Polar,$LOC_POLAR
Vivillon_Savanna,Scatterbug_River,$LOC_RIVER
Vivillon_Savanna,Scatterbug_Sandstorm,$LOC_SANDSTORM
Vivillon_Savanna,Scatterbug_Savanna,$LOC_SAVANNA
Vivillon_Savanna,Scatterbug_Sun,$LOC_SUN
Vivillon_Savanna,Scatterbug_Tundra,$LOC_TUNDRA
Vivillon_Sun,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
Vivillon_Sun,Scatterbug_Continental,$LOC_CONTINENTAL
Vivillon_Sun,Scatterbug_Elegant,$LOC_ELEGANT
Vivillon_Sun,Scatterbug_Garden,$LOC_GARDEN
Vivillon_Sun,Scatterbug_High Plains,$LOC_HIGHPLAINS
Vivillon_Sun,Scatterbug_Icy Snow,$LOC_ICYSNOW
Vivillon_Sun,Scatterbug_Jungle,$LOC_JUNGLE
Vivillon_Sun,Scatterbug_Marine,$LOC_MARINE
Vivillon_Sun,Scatterbug_Meadow,$LOC_MEADOW
Vivillon_Sun,Scatterbug_Modern,$LOC_MODERN
Vivillon_Sun,Scatterbug_Monsoon,$LOC_MONSOON
Vivillon_Sun,Scatterbug_Ocean,$LOC_OCEAN
Vivillon_Sun,Scatterbug_Polar,$LOC_POLAR
Vivillon_Sun,Scatterbug_River,$LOC_RIVER
Vivillon_Sun,Scatterbug_Sandstorm,$LOC_SANDSTORM
Vivillon_Sun,Scatterbug_Savanna,$LOC_SAVANNA
Vivillon_Sun,Scatterbug_Sun,$LOC_SUN
Vivillon_Sun,Scatterbug_Tundra,$LOC_TUNDRA
Vivillon_Tundra,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
Vivillon_Tundra,Scatterbug_Continental,$LOC_CONTINENTAL
Vivillon_Tundra,Scatterbug_Elegant,$LOC_ELEGANT
Vivillon_Tundra,Scatterbug_Garden,$LOC_GARDEN
Vivillon_Tundra,Scatterbug_High Plains,$LOC_HIGHPLAINS
Vivillon_Tundra,Scatterbug_Icy Snow,$LOC_ICYSNOW
Vivillon_Tundra,Scatterbug_Jungle,$LOC_JUNGLE
Vivillon_Tundra,Scatterbug_Marine,$LOC_MARINE
Vivillon_Tundra,Scatterbug_Meadow,$LOC_MEADOW
Vivillon_Tundra,Scatterbug_Modern,$LOC_MODERN
Vivillon_Tundra,Scatterbug_Monsoon,$LOC_MONSOON
Vivillon_Tundra,Scatterbug_Ocean,$LOC_OCEAN
Vivillon_Tundra,Scatterbug_Polar,$LOC_POLAR
Vivillon_Tundra,Scatterbug_River,$LOC_RIVER
Vivillon_Tundra,Scatterbug_Sandstorm,$LOC_SANDSTORM
Vivillon_Tundra,Scatterbug_Savanna,$LOC_SAVANNA
Vivillon_Tundra,Scatterbug_Sun,$LOC_SUN
Vivillon_Tundra,Scatterbug_Tundra,$LOC_TUNDRA
Vivillon_Fancy,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
Vivillon_Fancy,Scatterbug_Continental,$LOC_CONTINENTAL
Vivillon_Fancy,Scatterbug_Elegant,$LOC_ELEGANT
Vivillon_Fancy,Scatterbug_Garden,$LOC_GARDEN
Vivillon_Fancy,Scatterbug_High Plains,$LOC_HIGHPLAINS
Vivillon_Fancy,Scatterbug_Icy Snow,$LOC_ICYSNOW
Vivillon_Fancy,Scatterbug_Jungle,$LOC_JUNGLE
Vivillon_Fancy,Scatterbug_Marine,$LOC_MARINE
Vivillon_Fancy,Scatterbug_Meadow,$LOC_MEADOW
Vivillon_Fancy,Scatterbug_Modern,$LOC_MODERN
Vivillon_Fancy,Scatterbug_Monsoon,$LOC_MONSOON
Vivillon_Fancy,Scatterbug_Ocean,$LOC_OCEAN
Vivillon_Fancy,Scatterbug_Polar,$LOC_POLAR
Vivillon_Fancy,Scatterbug_River,$LOC_RIVER
Vivillon_Fancy,Scatterbug_Sandstorm,$LOC_SANDSTORM
Vivillon_Fancy,Scatterbug_Savanna,$LOC_SAVANNA
Vivillon_Fancy,Scatterbug_Sun,$LOC_SUN
Vivillon_Fancy,Scatterbug_Tundra,$LOC_TUNDRA
Vivillon_Poké Ball,Scatterbug_Archipelago,$LOC_ARCHIPELAGO
Vivillon_Poké Ball,Scatterbug_Continental,$LOC_CONTINENTAL
Vivillon_Poké Ball,Scatterbug_Elegant,$LOC_ELEGANT
Vivillon_Poké Ball,Scatterbug_Garden,$LOC_GARDEN
Vivillon_Poké Ball,Scatterbug_High Plains,$LOC_HIGHPLAINS
Vivillon_Poké Ball,Scatterbug_Icy Snow,$LOC_ICYSNOW
Vivillon_Poké Ball,Scatterbug_Jungle,$LOC_JUNGLE
Vivillon_Poké Ball,Scatterbug_Marine,$LOC_MARINE
Vivillon_Poké Ball,Scatterbug_Meadow,$LOC_MEADOW
Vivillon_Poké Ball,Scatterbug_Modern,$LOC_MODERN
Vivillon_Poké Ball,Scatterbug_Monsoon,$LOC_MONSOON
Vivillon_Poké Ball,Scatterbug_Ocean,$LOC_OCEAN
Vivillon_Poké Ball,Scatterbug_Polar,$LOC_POLAR
Vivillon_Poké Ball,Scatterbug_River,$LOC_RIVER
Vivillon_Poké Ball,Scatterbug_Sandstorm,$LOC_SANDSTORM
Vivillon_Poké Ball,Scatterbug_Savanna,$LOC_SAVANNA
Vivillon_Poké Ball,Scatterbug_Sun,$LOC_SUN
Vivillon_Poké Ball,Scatterbug_Tundra,$LOC_TUNDRA
Litleo,Litleo,
Pyroar,Litleo,
Flabébé_Red,Flabébé_Red,
Flabébé_Yellow,Flabébé_Yellow,
Flabébé_Orange,Flabébé_Orange,
Flabébé_Blue,Flabébé_Blue,
Flabébé_White,Flabébé_White,
Floette_Red,Flabébé_Red,
Floette_Yellow,Flabébé_Yellow,
Floette_Orange,Flabébé_Orange,
Floette_Blue,Flabébé_Blue,
Floette_White,Flabébé_White,
Florges_Red,Flabébé_Red,
Florges_Yellow,Flabébé_Yellow,
Florges_Orange,Flabébé_Orange,
Florges_Blue,Flabébé_Blue,
Florges_White,Flabébé_White,
Skiddo,Skiddo,
Gogoat,Skiddo,
Pancham,Pancham,
Pangoro,Pancham,
Furfrou,Furfrou,
Espurr,Espurr,
Meowstic_♂,Espurr,
Meowstic_♀,Espurr,
Honedge,Honedge,
Doublade,Honedge,
Aegislash_Shield,Honedge,
Spritzee,Spritzee,
Aromatisse,Spritzee,
Swirlix,Swirlix,
Slurpuff,Swirlix,
Inkay,Inkay,
Malamar,Inkay,
Binacle,Binacle,
Barbaracle,Binacle,
Skrelp,Skrelp,
Dragalge,Skrelp,
Clauncher,Clauncher,
Clawitzer,Clauncher,
Helioptile,Helioptile,
Heliolisk,Helioptile,
Tyrunt,Tyrunt,
Tyrantrum,Tyrunt,
Amaura,Amaura,
Aurorus,Amaura,
Sylveon,Eevee,
Hawlucha,Hawlucha,
Dedenne,Dedenne,
Carbink,Carbink,
Goomy,Goomy,
Sliggoo,Goomy,
Goodra,Goomy,
Klefki,Klefki,
Phantump,Phantump,
Trevenant,Phantump,
Pumpkaboo_Small,Pumpkaboo_Small,
Pumpkaboo_Average,Pumpkaboo_Average,
Pumpkaboo_Large,Pumpkaboo_Large,
Pumpkaboo_Super,Pumpkaboo_Super,
Gourgeist_Small,Pumpkaboo_Small,
Gourgeist_Average,Pumpkaboo_Average,
Gourgeist_Large,Pumpkaboo_Large,
Gourgeist_Super,Pumpkaboo_Super,
Bergmite,Bergmite,
Avalugg,Bergmite,
Noibat,Noibat,
Noivern,Noibat,
